member_type,rideable_type,month,day_of_week,hour,rIde_length_bucket,total_rides,avg_ride_length
casual,classic_bike,Aug,Monday,19,0-5 mins,58,3.75862069
casual,classic_bike,Aug,Monday,12,0-5 mins,66,3.96969697
casual,classic_bike,Aug,Monday,0,0-5 mins,27,3.888888889
casual,classic_bike,Aug,Monday,14,0-5 mins,66,3.484848485
casual,classic_bike,Aug,Monday,21,0-5 mins,25,3.56
casual,classic_bike,Aug,Monday,13,0-5 mins,54,3.722222222
casual,classic_bike,Aug,Monday,1,0-5 mins,14,3.857142857
casual,classic_bike,Aug,Monday,22,0-5 mins,21,3.666666667
casual,classic_bike,Aug,Monday,11,0-5 mins,53,3.547169811
casual,classic_bike,Aug,Monday,6,0-5 mins,29,3.724137931
casual,classic_bike,Aug,Monday,2,0-5 mins,7,3.857142857
casual,classic_bike,Aug,Monday,15,0-5 mins,56,3.571428571
casual,classic_bike,Aug,Monday,16,0-5 mins,76,3.815789474
casual,classic_bike,Aug,Monday,8,0-5 mins,57,4.105263158
casual,classic_bike,Aug,Monday,20,0-5 mins,48,3.5
casual,classic_bike,Aug,Monday,5,0-5 mins,15,3.733333333
casual,classic_bike,Aug,Monday,3,0-5 mins,3,4.333333333
casual,classic_bike,Aug,Monday,23,0-5 mins,10,3.4
casual,classic_bike,Sep,Monday,12,0-5 mins,90,3.455555556
casual,classic_bike,Sep,Monday,19,0-5 mins,76,3.947368421
casual,classic_bike,Sep,Monday,20,0-5 mins,43,3.76744186
casual,classic_bike,Sep,Monday,17,0-5 mins,140,3.65
casual,classic_bike,Sep,Monday,1,0-5 mins,18,3.888888889
casual,classic_bike,Sep,Monday,13,0-5 mins,85,3.494117647
casual,classic_bike,Sep,Monday,5,0-5 mins,8,4.25
casual,classic_bike,Sep,Monday,0,0-5 mins,43,3.790697674
casual,classic_bike,Sep,Monday,8,0-5 mins,62,3.806451613
casual,classic_bike,Sep,Monday,7,0-5 mins,58,4.017241379
casual,classic_bike,Sep,Monday,9,0-5 mins,57,3.824561404
casual,classic_bike,Sep,Monday,15,0-5 mins,101,3.633663366
casual,classic_bike,Sep,Monday,11,0-5 mins,66,3.181818182
casual,classic_bike,Sep,Monday,18,0-5 mins,97,3.87628866
casual,classic_bike,Sep,Monday,14,0-5 mins,77,3.38961039
casual,classic_bike,Sep,Monday,10,0-5 mins,61,3.327868852
casual,classic_bike,Sep,Monday,6,0-5 mins,25,3.96
casual,classic_bike,Sep,Monday,16,0-5 mins,83,3.662650602
casual,classic_bike,Sep,Monday,21,0-5 mins,39,3.641025641
casual,classic_bike,Sep,Monday,2,0-5 mins,13,3.615384615
casual,classic_bike,Sep,Monday,23,0-5 mins,26,3.5
casual,classic_bike,Sep,Monday,22,0-5 mins,43,3.744186047
casual,classic_bike,Sep,Monday,3,0-5 mins,7,2.857142857
casual,classic_bike,Sep,Monday,4,0-5 mins,4,4.25
casual,classic_bike,Oct,Saturday,12,0-5 mins,113,3.451327434
casual,classic_bike,Oct,Saturday,11,0-5 mins,146,3.732876712
casual,classic_bike,Oct,Saturday,0,0-5 mins,63,3.634920635
casual,classic_bike,Oct,Saturday,16,0-5 mins,156,3.647435897
casual,classic_bike,Oct,Saturday,18,0-5 mins,123,3.991869919
casual,classic_bike,Oct,Saturday,21,0-5 mins,39,4.051282051
casual,classic_bike,Oct,Saturday,20,0-5 mins,62,3.709677419
casual,classic_bike,Oct,Saturday,6,0-5 mins,15,3.733333333
casual,classic_bike,Oct,Saturday,14,0-5 mins,144,3.611111111
casual,classic_bike,Oct,Saturday,17,0-5 mins,143,3.601398601
casual,classic_bike,Oct,Saturday,7,0-5 mins,38,3.789473684
casual,classic_bike,Oct,Saturday,8,0-5 mins,66,3.696969697
casual,classic_bike,Oct,Saturday,19,0-5 mins,90,3.933333333
casual,classic_bike,Oct,Saturday,15,0-5 mins,120,3.516666667
casual,classic_bike,Oct,Saturday,13,0-5 mins,150,3.673333333
casual,classic_bike,Oct,Saturday,2,0-5 mins,22,3.818181818
casual,classic_bike,Oct,Saturday,1,0-5 mins,48,3.729166667
casual,classic_bike,Oct,Saturday,10,0-5 mins,111,3.873873874
casual,classic_bike,Oct,Saturday,22,0-5 mins,46,3.826086957
casual,classic_bike,Oct,Saturday,5,0-5 mins,8,4.25
casual,classic_bike,Oct,Saturday,9,0-5 mins,80,3.6875
casual,classic_bike,Oct,Saturday,4,0-5 mins,8,4.125
casual,classic_bike,Oct,Saturday,3,0-5 mins,15,3.466666667
casual,classic_bike,Nov,Saturday,17,0-5 mins,58,3.586206897
casual,classic_bike,Nov,Saturday,7,0-5 mins,36,3.666666667
casual,classic_bike,Nov,Saturday,13,0-5 mins,80,3.5625
casual,classic_bike,Nov,Saturday,14,0-5 mins,95,3.715789474
casual,classic_bike,Nov,Saturday,19,0-5 mins,45,3.711111111
casual,classic_bike,Nov,Saturday,18,0-5 mins,59,4.152542373
casual,classic_bike,Nov,Saturday,12,0-5 mins,59,3.644067797
casual,classic_bike,Nov,Saturday,11,0-5 mins,83,3.614457831
casual,classic_bike,Nov,Saturday,9,0-5 mins,66,3.803030303
casual,classic_bike,Nov,Saturday,21,0-5 mins,42,4.238095238
casual,classic_bike,Nov,Saturday,1,0-5 mins,33,3.909090909
casual,classic_bike,Nov,Saturday,10,0-5 mins,63,4.031746032
casual,classic_bike,Nov,Saturday,22,0-5 mins,32,4.125
casual,classic_bike,Nov,Saturday,16,0-5 mins,75,3.826666667
casual,classic_bike,Nov,Saturday,8,0-5 mins,43,3.790697674
casual,classic_bike,Nov,Saturday,3,0-5 mins,11,4.363636364
casual,classic_bike,Nov,Saturday,0,0-5 mins,42,3.928571429
casual,classic_bike,Nov,Saturday,15,0-5 mins,87,3.770114943
casual,classic_bike,Nov,Saturday,6,0-5 mins,15,3.6
casual,classic_bike,Nov,Saturday,20,0-5 mins,43,3.348837209
casual,classic_bike,Nov,Saturday,4,0-5 mins,15,3.533333333
casual,classic_bike,Nov,Saturday,23,0-5 mins,28,4.142857143
casual,classic_bike,Dec,Saturday,9,0-5 mins,17,3.647058824
casual,classic_bike,Dec,Saturday,10,0-5 mins,30,3.866666667
casual,classic_bike,Dec,Saturday,17,0-5 mins,19,3.526315789
casual,classic_bike,Dec,Saturday,12,0-5 mins,37,4.054054054
casual,classic_bike,Dec,Saturday,15,0-5 mins,30,3.3
casual,classic_bike,Dec,Saturday,18,0-5 mins,21,4.095238095
casual,classic_bike,Dec,Saturday,13,0-5 mins,25,3.76
casual,classic_bike,Dec,Saturday,11,0-5 mins,31,4.225806452
casual,classic_bike,Dec,Saturday,2,0-5 mins,8,3.75
casual,classic_bike,Dec,Saturday,1,0-5 mins,11,3.454545455
casual,classic_bike,Dec,Saturday,0,0-5 mins,15,3.133333333
casual,classic_bike,Dec,Saturday,16,0-5 mins,37,3.72972973
casual,classic_bike,Dec,Saturday,21,0-5 mins,11,3.818181818
casual,classic_bike,Dec,Saturday,20,0-5 mins,12,3.916666667
casual,classic_bike,Dec,Saturday,22,0-5 mins,14,3.642857143
casual,classic_bike,Dec,Saturday,8,0-5 mins,14,3.642857143
casual,classic_bike,Dec,Saturday,23,0-5 mins,14,3.642857143
casual,classic_bike,Dec,Saturday,4,0-5 mins,5,3
casual,classic_bike,Dec,Saturday,6,0-5 mins,3,4.333333333
casual,classic_bike,Jan,Saturday,13,0-5 mins,16,4.0625
casual,classic_bike,Jan,Saturday,21,0-5 mins,6,4.333333333
casual,classic_bike,Jan,Saturday,14,0-5 mins,13,3.538461538
casual,classic_bike,Jan,Saturday,12,0-5 mins,15,3.6
casual,classic_bike,Jan,Saturday,19,0-5 mins,3,3
casual,classic_bike,Jan,Saturday,11,0-5 mins,13,3.615384615
casual,classic_bike,Jan,Saturday,7,0-5 mins,5,3.8
casual,classic_bike,Jan,Saturday,17,0-5 mins,11,3.909090909
casual,classic_bike,Jan,Saturday,16,0-5 mins,19,3.842105263
casual,classic_bike,Jan,Saturday,22,0-5 mins,7,4.285714286
casual,classic_bike,Jan,Saturday,9,0-5 mins,9,4.333333333
casual,classic_bike,Jan,Saturday,18,0-5 mins,9,3.888888889
casual,classic_bike,Jan,Saturday,15,0-5 mins,12,3.5
casual,classic_bike,Jan,Saturday,20,0-5 mins,8,3.625
casual,classic_bike,Jan,Saturday,4,0-5 mins,4,3.75
casual,classic_bike,Jan,Saturday,23,0-5 mins,4,4.75
casual,classic_bike,Feb,Saturday,1,0-5 mins,6,2.666666667
casual,classic_bike,Feb,Saturday,10,0-5 mins,22,3.818181818
casual,classic_bike,Feb,Saturday,15,0-5 mins,19,3.789473684
casual,classic_bike,Feb,Saturday,18,0-5 mins,10,3.6
casual,classic_bike,Feb,Saturday,13,0-5 mins,16,3.25
casual,classic_bike,Feb,Saturday,16,0-5 mins,9,4.111111111
casual,classic_bike,Feb,Saturday,21,0-5 mins,4,4.5
casual,classic_bike,Feb,Saturday,11,0-5 mins,12,4.083333333
casual,classic_bike,Feb,Saturday,12,0-5 mins,15,4.066666667
casual,classic_bike,Feb,Saturday,19,0-5 mins,7,3.428571429
casual,classic_bike,Feb,Saturday,0,0-5 mins,7,3.571428571
casual,classic_bike,Feb,Saturday,22,0-5 mins,10,3.4
casual,classic_bike,Feb,Saturday,20,0-5 mins,7,3.857142857
casual,classic_bike,Feb,Saturday,17,0-5 mins,10,3.6
casual,classic_bike,Feb,Saturday,3,0-5 mins,3,3
casual,classic_bike,Mar,Saturday,9,0-5 mins,47,4.021276596
casual,classic_bike,Mar,Saturday,11,0-5 mins,57,3.789473684
casual,classic_bike,Mar,Saturday,16,0-5 mins,61,3.868852459
casual,classic_bike,Mar,Saturday,17,0-5 mins,63,3.714285714
casual,classic_bike,Mar,Saturday,19,0-5 mins,46,3.695652174
casual,classic_bike,Mar,Saturday,10,0-5 mins,55,3.890909091
casual,classic_bike,Mar,Saturday,13,0-5 mins,71,3.309859155
casual,classic_bike,Mar,Saturday,0,0-5 mins,26,3.961538462
casual,classic_bike,Mar,Saturday,14,0-5 mins,72,3.416666667
casual,classic_bike,Mar,Saturday,12,0-5 mins,73,3.726027397
casual,classic_bike,Mar,Saturday,20,0-5 mins,30,3.666666667
casual,classic_bike,Mar,Saturday,22,0-5 mins,19,3.736842105
casual,classic_bike,Mar,Saturday,18,0-5 mins,59,3.796610169
casual,classic_bike,Mar,Saturday,8,0-5 mins,31,3.774193548
casual,classic_bike,Mar,Saturday,15,0-5 mins,63,3.80952381
casual,classic_bike,Mar,Saturday,21,0-5 mins,21,3.523809524
casual,classic_bike,Mar,Saturday,1,0-5 mins,19,3.526315789
casual,classic_bike,Mar,Saturday,7,0-5 mins,15,3.533333333
casual,classic_bike,Mar,Saturday,2,0-5 mins,5,3.2
casual,classic_bike,Mar,Saturday,5,0-5 mins,4,4.25
casual,classic_bike,Mar,Saturday,3,0-5 mins,5,4.8
casual,classic_bike,Apr,Saturday,17,0-5 mins,59,3.644067797
casual,classic_bike,Apr,Saturday,15,0-5 mins,67,3.52238806
casual,classic_bike,Apr,Saturday,7,0-5 mins,16,4.0625
casual,classic_bike,Apr,Saturday,14,0-5 mins,57,3.807017544
casual,classic_bike,Apr,Saturday,22,0-5 mins,21,3.476190476
casual,classic_bike,Apr,Saturday,13,0-5 mins,63,3.777777778
casual,classic_bike,Apr,Saturday,9,0-5 mins,29,3.896551724
casual,classic_bike,Apr,Saturday,11,0-5 mins,40,3.85
casual,classic_bike,Apr,Saturday,20,0-5 mins,25,4.28
casual,classic_bike,Apr,Saturday,1,0-5 mins,13,3.846153846
casual,classic_bike,Apr,Saturday,19,0-5 mins,42,3.952380952
casual,classic_bike,Apr,Saturday,10,0-5 mins,37,3.837837838
casual,classic_bike,Apr,Saturday,16,0-5 mins,64,3.625
casual,classic_bike,Apr,Saturday,21,0-5 mins,28,3.964285714
casual,classic_bike,Apr,Saturday,12,0-5 mins,55,3.363636364
casual,classic_bike,Apr,Saturday,18,0-5 mins,40,3.725
casual,classic_bike,Apr,Saturday,0,0-5 mins,12,3.25
casual,classic_bike,Apr,Saturday,23,0-5 mins,17,3.647058824
casual,classic_bike,Apr,Saturday,6,0-5 mins,3,3.333333333
casual,classic_bike,May,Saturday,11,0-5 mins,86,3.523255814
casual,classic_bike,May,Saturday,16,0-5 mins,98,3.397959184
casual,classic_bike,May,Saturday,20,0-5 mins,56,3.696428571
casual,classic_bike,May,Saturday,8,0-5 mins,50,3.68
casual,classic_bike,May,Saturday,15,0-5 mins,87,3.67816092
casual,classic_bike,May,Saturday,17,0-5 mins,87,3.528735632
casual,classic_bike,May,Saturday,3,0-5 mins,11,4.636363636
casual,classic_bike,May,Saturday,13,0-5 mins,118,3.533898305
casual,classic_bike,May,Saturday,7,0-5 mins,23,3.652173913
casual,classic_bike,May,Saturday,18,0-5 mins,95,3.694736842
casual,classic_bike,May,Saturday,19,0-5 mins,90,3.577777778
casual,classic_bike,May,Saturday,10,0-5 mins,73,3.301369863
casual,classic_bike,May,Saturday,9,0-5 mins,63,3.825396825
casual,classic_bike,May,Saturday,23,0-5 mins,34,3.911764706
casual,classic_bike,May,Saturday,2,0-5 mins,24,3.375
casual,classic_bike,May,Saturday,6,0-5 mins,18,3.444444444
casual,classic_bike,May,Saturday,1,0-5 mins,33,4.060606061
casual,classic_bike,May,Saturday,12,0-5 mins,90,3.566666667
casual,classic_bike,May,Saturday,0,0-5 mins,52,3.826923077
casual,classic_bike,May,Saturday,14,0-5 mins,106,3.575471698
casual,classic_bike,May,Saturday,5,0-5 mins,6,3.833333333
casual,classic_bike,Jun,Saturday,14,0-5 mins,159,3.547169811
casual,classic_bike,Jun,Saturday,13,0-5 mins,121,3.446280992
casual,classic_bike,Jun,Saturday,19,0-5 mins,87,3.425287356
casual,classic_bike,Jun,Saturday,15,0-5 mins,117,3.495726496
casual,classic_bike,Jun,Saturday,11,0-5 mins,103,3.533980583
casual,classic_bike,Jun,Saturday,12,0-5 mins,108,3.416666667
casual,classic_bike,Jun,Saturday,10,0-5 mins,82,3.609756098
casual,classic_bike,Jun,Saturday,23,0-5 mins,61,3.655737705
casual,classic_bike,Jun,Saturday,21,0-5 mins,73,3.479452055
casual,classic_bike,Jun,Saturday,0,0-5 mins,71,3.85915493
casual,classic_bike,Jun,Saturday,18,0-5 mins,121,3.446280992
casual,classic_bike,Jun,Saturday,16,0-5 mins,125,3.272
casual,classic_bike,Jun,Saturday,17,0-5 mins,97,3.515463918
casual,classic_bike,Jun,Saturday,22,0-5 mins,67,3.373134328
casual,classic_bike,Jun,Saturday,3,0-5 mins,10,4.2
casual,classic_bike,Jun,Saturday,20,0-5 mins,71,3.521126761
casual,classic_bike,Jun,Saturday,2,0-5 mins,25,3.36
casual,classic_bike,Jun,Saturday,9,0-5 mins,71,3.647887324
casual,classic_bike,Jun,Saturday,5,0-5 mins,9,3.777777778
casual,classic_bike,Jun,Saturday,6,0-5 mins,10,3.2
casual,classic_bike,Jun,Saturday,1,0-5 mins,49,3.510204082
casual,classic_bike,Jun,Saturday,8,0-5 mins,45,3.733333333
casual,classic_bike,Jun,Saturday,7,0-5 mins,15,3.6
casual,classic_bike,Jun,Saturday,4,0-5 mins,7,3.857142857
casual,classic_bike,Jul,Saturday,9,0-5 mins,65,3.461538462
casual,classic_bike,Jul,Saturday,7,0-5 mins,23,3.956521739
casual,classic_bike,Jul,Saturday,18,0-5 mins,109,3.697247706
casual,classic_bike,Jul,Saturday,11,0-5 mins,108,3.333333333
casual,classic_bike,Jul,Saturday,22,0-5 mins,67,3.552238806
casual,classic_bike,Jul,Saturday,19,0-5 mins,105,3.552380952
casual,classic_bike,Jul,Saturday,13,0-5 mins,93,3.483870968
casual,classic_bike,Jul,Saturday,17,0-5 mins,113,3.336283186
casual,classic_bike,Jul,Saturday,15,0-5 mins,117,3.598290598
casual,classic_bike,Jul,Saturday,20,0-5 mins,81,3.567901235
casual,classic_bike,Jul,Saturday,16,0-5 mins,107,3.327102804
casual,classic_bike,Jul,Saturday,0,0-5 mins,58,3.724137931
casual,classic_bike,Jul,Saturday,12,0-5 mins,87,3.471264368
casual,classic_bike,Jul,Saturday,10,0-5 mins,74,3.540540541
casual,classic_bike,Jul,Saturday,8,0-5 mins,40,3.8
casual,classic_bike,Jul,Saturday,21,0-5 mins,80,3.6
casual,classic_bike,Jul,Saturday,23,0-5 mins,76,3.407894737
casual,classic_bike,Jul,Saturday,14,0-5 mins,99,3.353535354
casual,classic_bike,Jul,Saturday,5,0-5 mins,14,3.714285714
casual,classic_bike,Jul,Saturday,3,0-5 mins,14,3.857142857
casual,classic_bike,Jul,Saturday,1,0-5 mins,20,3.45
casual,classic_bike,Jul,Saturday,4,0-5 mins,8,4.625
casual,classic_bike,Jul,Saturday,2,0-5 mins,22,3.045454545
casual,classic_bike,Aug,Saturday,0,0-5 mins,60,3.9
casual,classic_bike,Aug,Saturday,22,0-5 mins,112,3.642857143
casual,classic_bike,Aug,Saturday,11,0-5 mins,164,3.579268293
casual,classic_bike,Aug,Saturday,16,0-5 mins,197,3.233502538
casual,classic_bike,Aug,Saturday,13,0-5 mins,172,3.511627907
casual,classic_bike,Aug,Saturday,9,0-5 mins,80,3.65
casual,classic_bike,Aug,Saturday,15,0-5 mins,186,3.532258065
casual,classic_bike,Aug,Saturday,19,0-5 mins,118,3.440677966
casual,classic_bike,Aug,Saturday,7,0-5 mins,27,3.518518519
casual,classic_bike,Aug,Saturday,10,0-5 mins,127,3.614173228
casual,classic_bike,Aug,Saturday,23,0-5 mins,78,3.705128205
casual,classic_bike,Aug,Saturday,1,0-5 mins,63,3.761904762
casual,classic_bike,Aug,Saturday,14,0-5 mins,163,3.239263804
casual,classic_bike,Aug,Saturday,18,0-5 mins,126,3.611111111
casual,classic_bike,Aug,Saturday,12,0-5 mins,193,3.595854922
casual,classic_bike,Aug,Saturday,17,0-5 mins,140,3.592857143
casual,classic_bike,Aug,Saturday,20,0-5 mins,78,3.602564103
casual,classic_bike,Aug,Saturday,21,0-5 mins,73,3.643835616
casual,classic_bike,Aug,Saturday,3,0-5 mins,24,3.75
casual,classic_bike,Aug,Saturday,4,0-5 mins,8,3.75
casual,classic_bike,Aug,Saturday,6,0-5 mins,19,3.473684211
casual,classic_bike,Aug,Saturday,5,0-5 mins,13,4.230769231
casual,classic_bike,Aug,Saturday,8,0-5 mins,63,3.666666667
casual,classic_bike,Aug,Saturday,2,0-5 mins,38,3.789473684
casual,classic_bike,Sep,Saturday,1,0-5 mins,26,4.192307692
casual,classic_bike,Sep,Saturday,15,0-5 mins,87,3.655172414
casual,classic_bike,Sep,Saturday,11,0-5 mins,80,3.8
casual,classic_bike,Sep,Saturday,18,0-5 mins,84,3.595238095
casual,classic_bike,Sep,Saturday,22,0-5 mins,41,3.707317073
casual,classic_bike,Sep,Saturday,19,0-5 mins,54,4.074074074
casual,classic_bike,Sep,Saturday,0,0-5 mins,47,3.978723404
casual,classic_bike,Sep,Saturday,21,0-5 mins,63,3.73015873
casual,classic_bike,Sep,Saturday,10,0-5 mins,70,3.657142857
casual,classic_bike,Sep,Saturday,12,0-5 mins,96,3.572916667
casual,classic_bike,Sep,Saturday,14,0-5 mins,118,3.754237288
casual,classic_bike,Sep,Saturday,2,0-5 mins,24,3.416666667
casual,classic_bike,Sep,Saturday,16,0-5 mins,112,3.616071429
casual,classic_bike,Sep,Saturday,9,0-5 mins,49,3.510204082
casual,classic_bike,Sep,Saturday,13,0-5 mins,108,3.842592593
casual,classic_bike,Sep,Saturday,6,0-5 mins,17,3.705882353
casual,classic_bike,Sep,Saturday,17,0-5 mins,66,3.757575758
casual,classic_bike,Sep,Saturday,3,0-5 mins,12,3.75
casual,classic_bike,Sep,Saturday,8,0-5 mins,34,3.617647059
casual,classic_bike,Sep,Saturday,20,0-5 mins,35,3.4
casual,classic_bike,Sep,Saturday,23,0-5 mins,36,3.638888889
casual,classic_bike,Sep,Saturday,5,0-5 mins,6,3.333333333
casual,classic_bike,Sep,Saturday,4,0-5 mins,9,3.111111111
casual,classic_bike,Oct,Sunday,13,0-5 mins,140,3.6
casual,classic_bike,Oct,Sunday,10,0-5 mins,126,3.666666667
casual,classic_bike,Oct,Sunday,16,0-5 mins,112,3.678571429
casual,classic_bike,Oct,Sunday,1,0-5 mins,46,3.782608696
casual,classic_bike,Oct,Sunday,11,0-5 mins,148,3.641891892
casual,classic_bike,Oct,Sunday,15,0-5 mins,140,3.564285714
casual,classic_bike,Oct,Sunday,9,0-5 mins,83,3.807228916
casual,classic_bike,Oct,Sunday,20,0-5 mins,43,3.697674419
casual,classic_bike,Oct,Sunday,17,0-5 mins,111,3.801801802
casual,classic_bike,Oct,Sunday,8,0-5 mins,63,3.777777778
casual,classic_bike,Oct,Sunday,22,0-5 mins,21,3.476190476
casual,classic_bike,Oct,Sunday,7,0-5 mins,54,3.722222222
casual,classic_bike,Oct,Sunday,19,0-5 mins,49,3.93877551
casual,classic_bike,Oct,Sunday,12,0-5 mins,113,3.743362832
casual,classic_bike,Oct,Sunday,14,0-5 mins,120,3.616666667
casual,classic_bike,Oct,Sunday,18,0-5 mins,71,3.718309859
casual,classic_bike,Oct,Sunday,21,0-5 mins,31,3.709677419
casual,classic_bike,Oct,Sunday,5,0-5 mins,21,3.571428571
casual,classic_bike,Oct,Sunday,4,0-5 mins,16,3.0625
casual,classic_bike,Oct,Sunday,2,0-5 mins,49,4.244897959
casual,classic_bike,Oct,Sunday,6,0-5 mins,28,3.607142857
casual,classic_bike,Oct,Sunday,0,0-5 mins,50,3.76
casual,classic_bike,Oct,Sunday,23,0-5 mins,16,3.75
casual,classic_bike,Nov,Sunday,17,0-5 mins,38,3.789473684
casual,classic_bike,Nov,Sunday,4,0-5 mins,6,4.333333333
casual,classic_bike,Nov,Sunday,9,0-5 mins,56,3.803571429
casual,classic_bike,Nov,Sunday,11,0-5 mins,80,3.6375
casual,classic_bike,Nov,Sunday,13,0-5 mins,66,3.757575758
casual,classic_bike,Nov,Sunday,0,0-5 mins,42,4.047619048
casual,classic_bike,Nov,Sunday,15,0-5 mins,94,3.840425532
casual,classic_bike,Nov,Sunday,16,0-5 mins,75,3.6
casual,classic_bike,Nov,Sunday,18,0-5 mins,31,3.806451613
casual,classic_bike,Nov,Sunday,2,0-5 mins,16,4.125
casual,classic_bike,Nov,Sunday,10,0-5 mins,89,3.842696629
casual,classic_bike,Nov,Sunday,12,0-5 mins,78,3.807692308
casual,classic_bike,Nov,Sunday,3,0-5 mins,7,3.428571429
casual,classic_bike,Nov,Sunday,7,0-5 mins,27,4.111111111
casual,classic_bike,Nov,Sunday,19,0-5 mins,31,4.193548387
casual,classic_bike,Nov,Sunday,14,0-5 mins,74,3.743243243
casual,classic_bike,Nov,Sunday,20,0-5 mins,40,4.025
casual,classic_bike,Nov,Sunday,1,0-5 mins,27,3.740740741
casual,classic_bike,Nov,Sunday,21,0-5 mins,22,3.772727273
casual,classic_bike,Nov,Sunday,23,0-5 mins,14,4.214285714
casual,classic_bike,Nov,Sunday,6,0-5 mins,9,3.666666667
casual,classic_bike,Nov,Sunday,8,0-5 mins,35,3.885714286
casual,classic_bike,Nov,Sunday,22,0-5 mins,22,3.545454545
casual,classic_bike,Dec,Sunday,4,0-5 mins,5,3.6
casual,classic_bike,Dec,Sunday,13,0-5 mins,24,3.458333333
casual,classic_bike,Dec,Sunday,14,0-5 mins,31,4.225806452
casual,classic_bike,Dec,Sunday,10,0-5 mins,22,3.954545455
casual,classic_bike,Dec,Sunday,6,0-5 mins,6,4.166666667
casual,classic_bike,Dec,Sunday,9,0-5 mins,15,3.8
casual,classic_bike,Dec,Sunday,20,0-5 mins,13,4.076923077
casual,classic_bike,Dec,Sunday,16,0-5 mins,17,4.235294118
casual,classic_bike,Dec,Sunday,11,0-5 mins,39,3.897435897
casual,classic_bike,Dec,Sunday,19,0-5 mins,16,3.6875
casual,classic_bike,Dec,Sunday,18,0-5 mins,18,3.777777778
casual,classic_bike,Dec,Sunday,15,0-5 mins,45,4.066666667
casual,classic_bike,Dec,Sunday,1,0-5 mins,14,4.428571429
casual,classic_bike,Dec,Sunday,2,0-5 mins,7,4.285714286
casual,classic_bike,Dec,Sunday,0,0-5 mins,15,3.666666667
casual,classic_bike,Dec,Sunday,12,0-5 mins,29,3.724137931
casual,classic_bike,Dec,Sunday,17,0-5 mins,10,3.2
casual,classic_bike,Dec,Sunday,22,0-5 mins,11,3.909090909
casual,classic_bike,Dec,Sunday,3,0-5 mins,8,3.375
casual,classic_bike,Dec,Sunday,7,0-5 mins,7,4.714285714
casual,classic_bike,Dec,Sunday,8,0-5 mins,16,3.6875
casual,classic_bike,Dec,Sunday,21,0-5 mins,9,4.444444444
casual,classic_bike,Jan,Sunday,12,0-5 mins,14,4.142857143
casual,classic_bike,Jan,Sunday,1,0-5 mins,5,3.6
casual,classic_bike,Jan,Sunday,16,0-5 mins,11,3.363636364
casual,classic_bike,Jan,Sunday,18,0-5 mins,10,3.9
casual,classic_bike,Jan,Sunday,11,0-5 mins,11,4.181818182
casual,classic_bike,Jan,Sunday,6,0-5 mins,4,3.25
casual,classic_bike,Jan,Sunday,8,0-5 mins,3,3.333333333
casual,classic_bike,Jan,Sunday,15,0-5 mins,13,4.153846154
casual,classic_bike,Jan,Sunday,14,0-5 mins,15,4.2
casual,classic_bike,Jan,Sunday,13,0-5 mins,16,3.5625
casual,classic_bike,Jan,Sunday,20,0-5 mins,3,4.333333333
casual,classic_bike,Jan,Sunday,19,0-5 mins,5,3.4
casual,classic_bike,Feb,Sunday,15,0-5 mins,27,4.037037037
casual,classic_bike,Feb,Sunday,18,0-5 mins,11,3.818181818
casual,classic_bike,Feb,Sunday,19,0-5 mins,5,3.2
casual,classic_bike,Feb,Sunday,11,0-5 mins,13,4.461538462
casual,classic_bike,Feb,Sunday,21,0-5 mins,3,5
casual,classic_bike,Feb,Sunday,12,0-5 mins,14,3.857142857
casual,classic_bike,Feb,Sunday,0,0-5 mins,8,3.5
casual,classic_bike,Feb,Sunday,17,0-5 mins,21,4.095238095
casual,classic_bike,Feb,Sunday,10,0-5 mins,18,3.555555556
casual,classic_bike,Feb,Sunday,14,0-5 mins,8,3.75
casual,classic_bike,Feb,Sunday,1,0-5 mins,5,3.6
casual,classic_bike,Feb,Sunday,13,0-5 mins,17,3.705882353
casual,classic_bike,Feb,Sunday,9,0-5 mins,11,4.090909091
casual,classic_bike,Feb,Sunday,16,0-5 mins,14,4.357142857
casual,classic_bike,Feb,Sunday,8,0-5 mins,9,3.777777778
casual,classic_bike,Feb,Sunday,22,0-5 mins,9,3.555555556
casual,classic_bike,Mar,Sunday,17,0-5 mins,28,3.357142857
casual,classic_bike,Mar,Sunday,9,0-5 mins,32,3.71875
casual,classic_bike,Mar,Sunday,4,0-5 mins,3,4.333333333
casual,classic_bike,Mar,Sunday,10,0-5 mins,24,3.833333333
casual,classic_bike,Mar,Sunday,0,0-5 mins,22,4.227272727
casual,classic_bike,Mar,Sunday,13,0-5 mins,35,3.4
casual,classic_bike,Mar,Sunday,12,0-5 mins,30,3.7
casual,classic_bike,Mar,Sunday,11,0-5 mins,39,3.846153846
casual,classic_bike,Mar,Sunday,3,0-5 mins,14,4.357142857
casual,classic_bike,Mar,Sunday,15,0-5 mins,29,3.724137931
casual,classic_bike,Mar,Sunday,7,0-5 mins,8,3.125
casual,classic_bike,Mar,Sunday,1,0-5 mins,15,3.6
casual,classic_bike,Mar,Sunday,18,0-5 mins,25,3.44
casual,classic_bike,Mar,Sunday,14,0-5 mins,40,3.525
casual,classic_bike,Mar,Sunday,21,0-5 mins,19,3.894736842
casual,classic_bike,Mar,Sunday,16,0-5 mins,21,3.666666667
casual,classic_bike,Mar,Sunday,19,0-5 mins,8,4.125
casual,classic_bike,Mar,Sunday,8,0-5 mins,18,4.055555556
